image_name,image_mos
1223.jpg,4.25
1224.jpg,4.166666667
1225.jpg,2.333333333
1226.jpg,2.166666667
1227.jpg,3.583333333
1228.jpg,1.833333333
1229.jpg,3.333333333
1230.jpg,1.666666667
1231.jpg,2.666666667
1232.jpg,3.416666667
1233.jpg,4
1234.jpg,1.333333333
1235.jpg,3.583333333
1236.jpg,2.25
1237.jpg,1.666666667
1238.jpg,3.333333333
1239.jpg,2.25
1240.jpg,1.666666667
1241.jpg,1.75
1242.jpg,3.166666667
1243.jpg,1.666666667
1244.jpg,3.666666667
1245.jpg,2.25
1246.jpg,1.916666667
1247.jpg,1.833333333
1248.jpg,3.166666667
1249.jpg,4
1250.jpg,1.916666667
1251.jpg,2.333333333
1252.jpg,3.75
1253.jpg,1.416666667
1254.jpg,2.416666667
1255.jpg,2.833333333
1256.jpg,3.5
1257.jpg,2.916666667
1258.jpg,1.416666667
1259.jpg,1.5
1260.jpg,1.416666667
1261.jpg,2.5
1262.jpg,2.166666667
1263.jpg,4
1264.jpg,3.416666667
1265.jpg,4.333333333
1266.jpg,1.916666667
1267.jpg,2.916666667
1268.jpg,2.083333333
1269.jpg,2.166666667
1270.jpg,1.666666667
1271.jpg,3.25
1272.jpg,2.083333333
1273.jpg,3
1274.jpg,1.833333333
1275.jpg,1.583333333
1276.jpg,1.916666667
1277.jpg,1.083333333
1278.jpg,2.083333333
1279.jpg,3.916666667
1280.jpg,2.833333333
1281.jpg,3.25
1282.jpg,2.416666667
1283.jpg,3.5
1284.jpg,1.75
1285.jpg,1.75
1286.jpg,1.666666667
1287.jpg,2.833333333
1288.jpg,1.333333333
1289.jpg,1.166666667
1290.jpg,3.75
1291.jpg,4.25
1292.jpg,4.333333333
1293.jpg,3.583333333
1294.jpg,1.666666667
1295.jpg,2.083333333
1296.jpg,1.166666667
1297.jpg,3.75
1298.jpg,2.166666667
1299.jpg,2.666666667
1300.jpg,3.083333333
1301.jpg,1.916666667
1302.jpg,1.166666667
1303.jpg,2.416666667
1304.jpg,3.583333333
1305.jpg,2.5
1306.jpg,2.583333333
1307.jpg,3.916666667
1308.jpg,3.916666667
1309.jpg,1.833333333
1310.jpg,2
1311.jpg,2.333333333
1312.jpg,3.583333333
1313.jpg,1.416666667
1314.jpg,4
1315.jpg,4.333333333
1316.jpg,4.166666667
1317.jpg,3.916666667
1318.jpg,1.75
1319.jpg,1.583333333
1320.jpg,1.333333333
1321.jpg,1.083333333
1322.jpg,1.083333333
1323.jpg,3.083333333
1324.jpg,3.333333333
1325.jpg,2.666666667
1326.jpg,3.166666667
1327.jpg,2.416666667
1328.jpg,2.166666667
1329.jpg,1.333333333
1330.jpg,2.583333333
1331.jpg,2.166666667
1332.jpg,3.833333333
1333.jpg,2.666666667
1334.jpg,2.333333333
1335.jpg,1.166666667
1336.jpg,1.666666667
1337.jpg,1.416666667
1338.jpg,4.5
1339.jpg,2.333333333
1340.jpg,3.5
1341.jpg,2.916666667
1342.jpg,3.333333333
1343.jpg,2.5
1344.jpg,1.333333333
1345.jpg,1.416666667
1346.jpg,1.833333333
1347.jpg,1.5
1348.jpg,4.25
1349.jpg,1.083333333
1350.jpg,2.583333333
1351.jpg,3.583333333
1352.jpg,4.25
1353.jpg,3.833333333
1354.jpg,3.833333333
1355.jpg,2.333333333
1356.jpg,2.166666667
1357.jpg,3.916666667
1358.jpg,2.166666667
1359.jpg,1.916666667
1360.jpg,3
1361.jpg,2.5
1362.jpg,3.25
1363.jpg,1.333333333
1364.jpg,1.5
1365.jpg,1.75
1366.jpg,3.5
1367.jpg,2.25
1368.jpg,3.916666667
1369.jpg,1.5
1370.jpg,1.583333333
1371.jpg,4.166666667
1372.jpg,1.916666667
1373.jpg,1.75
1374.jpg,2.666666667
1375.jpg,1.583333333
1376.jpg,2.5
1377.jpg,2.083333333
1378.jpg,1.333333333
1379.jpg,2.833333333
1380.jpg,1.833333333
1381.jpg,3.416666667
1382.jpg,2.25
1383.jpg,2.5
1384.jpg,3.833333333
1385.jpg,1.75
1386.jpg,3.416666667
1387.jpg,2.5
1388.jpg,1.5
1389.jpg,2.416666667
1390.jpg,1.416666667
1391.jpg,2.166666667
1392.jpg,1.916666667
1393.jpg,1.666666667
1394.jpg,3.416666667
1395.jpg,2.083333333
1396.jpg,1.666666667
1397.jpg,1.416666667
1398.jpg,2.25
1399.jpg,2.5
1400.jpg,1.75
1401.jpg,4.166666667
1402.jpg,3.833333333
1403.jpg,4.083333333
1404.jpg,2.5
1405.jpg,3.333333333
1406.jpg,1.5
1407.jpg,1.666666667
1408.jpg,2.166666667
1409.jpg,1.666666667
1410.jpg,3.5
1411.jpg,1.166666667
1412.jpg,1.166666667
1413.jpg,1.583333333
1414.jpg,2.416666667
1415.jpg,1.333333333
1416.jpg,2.666666667
1417.jpg,1.75
1418.jpg,2.166666667
1419.jpg,3
1420.jpg,1.833333333
1421.jpg,4
1422.jpg,4
1423.jpg,2.25
1424.jpg,2.25
1425.jpg,2.333333333
1426.jpg,1.833333333
1427.jpg,1.833333333
1428.jpg,3.666666667
1429.jpg,2.166666667
1430.jpg,1.75
1431.jpg,2.083333333
1432.jpg,3.583333333
1433.jpg,2.75
1434.jpg,1.5
1435.jpg,1.166666667
1436.jpg,1.5
1437.jpg,1.416666667
1438.jpg,1.583333333
1439.jpg,1.5
1440.jpg,1.416666667
1441.jpg,2
1442.jpg,1.75
1443.jpg,1.5
1444.jpg,2.083333333
1445.jpg,3.5
1446.jpg,3.833333333
1447.jpg,2.416666667
1448.jpg,2
1449.jpg,4.25
1450.jpg,1.5
1451.jpg,1.916666667
1452.jpg,2.083333333
1453.jpg,3.75
1454.jpg,2.416666667
1455.jpg,1.833333333
1456.jpg,2.166666667
1457.jpg,1.5
1458.jpg,3.333333333
1459.jpg,1.5
1460.jpg,3
1461.jpg,3.25
1462.jpg,2.25
1463.jpg,3.833333333
1464.jpg,2.416666667
1465.jpg,3.083333333
1466.jpg,3.916666667
1467.jpg,3.583333333
1468.jpg,2.75
1469.jpg,3.5
1470.jpg,1.916666667
1471.jpg,1.416666667
1472.jpg,1.666666667
1473.jpg,2.583333333
1474.jpg,3.916666667
1475.jpg,3.333333333
1476.jpg,1.916666667
1477.jpg,3.833333333
1478.jpg,1.583333333
1479.jpg,1.916666667
1480.jpg,3.666666667
1481.jpg,3.75
1482.jpg,3.333333333
1483.jpg,2.25
1484.jpg,3.166666667
1485.jpg,1.916666667
1486.jpg,2.833333333
1487.jpg,1.5
1488.jpg,1.75
1489.jpg,1.5
1490.jpg,3.333333333
1491.jpg,2.5
1492.jpg,3.25
1493.jpg,3.083333333
1494.jpg,1.583333333
1495.jpg,3.5
1496.jpg,2.583333333
1497.jpg,3.416666667
1498.jpg,3.916666667
1499.jpg,1.833333333
1500.jpg,1.833333333
1501.jpg,1.833333333
1502.jpg,2.583333333
1503.jpg,2.083333333
1504.jpg,1.833333333
1505.jpg,1.75
1506.jpg,3.583333333
1507.jpg,2.083333333
1508.jpg,1.75
1509.jpg,3.916666667
1510.jpg,2
1511.jpg,3.25
1512.jpg,4.166666667
1513.jpg,3.083333333
1514.jpg,1.666666667
1515.jpg,1.916666667
1516.jpg,3
1517.jpg,2.416666667
1518.jpg,2.25
1519.jpg,3.166666667
1520.jpg,3
1521.jpg,2.25
1522.jpg,1.166666667
1523.jpg,1.166666667
1524.jpg,1.25
1525.jpg,1.416666667
1526.jpg,1.5
1527.jpg,3.916666667
1528.jpg,3.25
1529.jpg,3.666666667
1530.jpg,2.75
1531.jpg,1.5
1532.jpg,4.416666667
1533.jpg,4
1534.jpg,2.5
1535.jpg,3.166666667
1536.jpg,1.666666667
1537.jpg,3.5
1538.jpg,1.666666667
1539.jpg,2.666666667
1540.jpg,3.166666667
1541.jpg,4.416666667
1542.jpg,1.75
1543.jpg,2.75
1544.jpg,2.166666667
1545.jpg,2.916666667
1546.jpg,3.083333333
1547.jpg,3.5
1548.jpg,3.916666667
1549.jpg,1.583333333
1550.jpg,1
1551.jpg,1.833333333
1552.jpg,1.583333333
1553.jpg,1.916666667
1554.jpg,2.25
1555.jpg,1.833333333
1556.jpg,2.083333333
1557.jpg,3
1558.jpg,2.333333333
1559.jpg,1.666666667
1560.jpg,3.833333333
1561.jpg,2.083333333
1562.jpg,1.416666667
1563.jpg,1.916666667
1564.jpg,2.583333333
1565.jpg,2.666666667
1566.jpg,2.833333333
1567.jpg,2.166666667
1568.jpg,1.75
1569.jpg,1.166666667
1570.jpg,2.083333333
1571.jpg,4.5
1572.jpg,1.666666667
1573.jpg,3.083333333
1574.jpg,1.416666667
1575.jpg,2.5
1576.jpg,3.583333333
1577.jpg,1.5
1578.jpg,3.333333333
1579.jpg,2.083333333
1580.jpg,4.333333333
1581.jpg,2.666666667
1582.jpg,1.166666667
1583.jpg,3.916666667
1584.jpg,4.083333333
1585.jpg,1.833333333
1586.jpg,2
1587.jpg,1.583333333
1588.jpg,3
1589.jpg,3.166666667
1590.jpg,1.166666667
1591.jpg,1.666666667
1592.jpg,1.833333333
1593.jpg,1.166666667
1594.jpg,1.5
1595.jpg,2.75
1596.jpg,1.583333333
1597.jpg,3.416666667
1598.jpg,2.666666667
1599.jpg,3.25
1600.jpg,1.416666667
1601.jpg,1.75
1602.jpg,2.166666667
1603.jpg,1.75
1604.jpg,2.583333333
1605.jpg,4.083333333
1606.jpg,2.416666667
1607.jpg,1.083333333
1608.jpg,1.416666667
1609.jpg,2.916666667
1610.jpg,2
1611.jpg,2
1612.jpg,3.416666667
1613.jpg,1.666666667
1614.jpg,3.666666667
1615.jpg,1.333333333
1616.jpg,3.5
1617.jpg,3.416666667
1618.jpg,2.666666667
1619.jpg,3.583333333
1620.jpg,2.333333333
1621.jpg,3.083333333
1622.jpg,1.25
1623.jpg,1.75
1624.jpg,2.416666667
1625.jpg,1.25
1626.jpg,1.916666667
1627.jpg,1.416666667
1628.jpg,2.083333333
1629.jpg,1.333333333
1630.jpg,1.5
1631.jpg,1.166666667
1632.jpg,2
1633.jpg,2.083333333
1634.jpg,4.25
1635.jpg,1.75
1636.jpg,1.166666667
1637.jpg,2.333333333
1638.jpg,3.333333333
1639.jpg,2.583333333
1640.jpg,2.083333333
1641.jpg,1.083333333
1642.jpg,3.166666667
1643.jpg,1.5
1644.jpg,1.583333333
1645.jpg,3.666666667
1646.jpg,3.583333333
1647.jpg,1.833333333
1648.jpg,2.083333333
1649.jpg,1
1650.jpg,3
1651.jpg,3.416666667
1652.jpg,1.5
1653.jpg,4.25
1654.jpg,1.833333333
1655.jpg,1.666666667
1656.jpg,2.166666667
1657.jpg,1.166666667
1658.jpg,1.916666667
1659.jpg,2.166666667
1660.jpg,1.916666667
1661.jpg,2
1662.jpg,1.666666667
1663.jpg,1.666666667
1664.jpg,1.5
1665.jpg,1.75
1666.jpg,1.75
1667.jpg,2.666666667
1668.jpg,2.25
1669.jpg,2.5
1670.jpg,3.666666667
1671.jpg,4.166666667
1672.jpg,4.5
1673.jpg,4
1674.jpg,1.583333333
1675.jpg,1.916666667
1676.jpg,1.833333333
1677.jpg,1.916666667
1678.jpg,3.583333333
1679.jpg,3.416666667
1680.jpg,1.333333333
1681.jpg,1.166666667
1682.jpg,2.25
1683.jpg,3.5
1684.jpg,1.333333333
1685.jpg,1.75
1686.jpg,2.833333333
1687.jpg,4.166666667
1688.jpg,4.166666667
1689.jpg,1.666666667
1690.jpg,2.5
1691.jpg,3.916666667
1692.jpg,2.25
1693.jpg,1.75
1694.jpg,1.083333333
1695.jpg,3.666666667
1696.jpg,1.166666667
1697.jpg,4.083333333
1698.jpg,1.583333333
1699.jpg,2.083333333
1700.jpg,2.75
1701.jpg,4
1702.jpg,2.25
1703.jpg,2.25
1704.jpg,1.25
1705.jpg,1.083333333
1706.jpg,2.583333333
1707.jpg,4.25
1708.jpg,4.083333333
1709.jpg,1.5
1710.jpg,2.25
1711.jpg,2
1712.jpg,3.833333333
1713.jpg,1.333333333
1714.jpg,2.166666667
1715.jpg,3.75
1716.jpg,1.5
1717.jpg,2.916666667
1718.jpg,2.833333333
1719.jpg,4.416666667
1720.jpg,3.583333333
1721.jpg,1.583333333
1722.jpg,2.333333333
1723.jpg,2.25
1724.jpg,2.25
1725.jpg,4.166666667
1726.jpg,2.5
1727.jpg,1.583333333
1728.jpg,1.333333333
1729.jpg,3.25
1730.jpg,4.25
1731.jpg,3.75
1732.jpg,3.833333333
1733.jpg,2.583333333
1734.jpg,1.333333333
1735.jpg,2.083333333
1736.jpg,1.916666667
1737.jpg,2.25
1738.jpg,1.833333333
1739.jpg,2
1740.jpg,3.583333333
1741.jpg,2.083333333
1742.jpg,4.25
1743.jpg,4.25
1744.jpg,1.666666667
1745.jpg,3.833333333
1746.jpg,2.333333333
1747.jpg,1.5
1748.jpg,1.083333333
1749.jpg,1.833333333
1750.jpg,1.666666667
1751.jpg,3.75
1752.jpg,2.083333333
1753.jpg,3.416666667
1754.jpg,1.5
1755.jpg,2.25
1756.jpg,1.916666667
1757.jpg,2.5
1758.jpg,2.5
1759.jpg,1.833333333
1760.jpg,1.916666667
1761.jpg,3.333333333
1762.jpg,2.166666667
1763.jpg,4.75
1764.jpg,1.416666667
1765.jpg,1.833333333
1766.jpg,3.833333333
1767.jpg,1.583333333
1768.jpg,4
1769.jpg,2.333333333
1770.jpg,1.666666667
1771.jpg,2.25
1772.jpg,1.5
1773.jpg,2.333333333
1774.jpg,2.25
1775.jpg,3.75
1776.jpg,1.666666667
1777.jpg,2
1778.jpg,3.333333333
1779.jpg,1.333333333
1780.jpg,3.416666667
1781.jpg,1.083333333
1782.jpg,3.416666667
1783.jpg,1.166666667
1784.jpg,1.75
1785.jpg,4
1786.jpg,4.083333333
1787.jpg,4.25
1788.jpg,3.833333333
1789.jpg,2.5
1790.jpg,4
1791.jpg,1.583333333
1792.jpg,3.75
1793.jpg,3.333333333
1794.jpg,2.25
1795.jpg,3.166666667
1796.jpg,3.5
1797.jpg,2.166666667
1798.jpg,2
1799.jpg,1.416666667
1800.jpg,3.333333333
1801.jpg,4.083333333
1802.jpg,4.25
1803.jpg,3.333333333
1804.jpg,3.083333333
1805.jpg,1.75
1806.jpg,3.583333333
1807.jpg,1.416666667
1808.jpg,1.5
1809.jpg,2.333333333
1810.jpg,2.333333333
1811.jpg,2.083333333
1812.jpg,3.416666667
1813.jpg,1.75
1814.jpg,3.666666667
1815.jpg,3.25
1816.jpg,1.916666667
1817.jpg,1.333333333
1818.jpg,1.5
1819.jpg,1.583333333
1820.jpg,3.083333333
1821.jpg,3.333333333
1822.jpg,2.333333333
1823.jpg,2
1824.jpg,2.416666667
1825.jpg,1.75
1826.jpg,2.5
1827.jpg,1.666666667
1828.jpg,4.25
1829.jpg,1.25
1830.jpg,4.333333333
1831.jpg,2.166666667
1832.jpg,1.166666667
1833.jpg,1.583333333
1834.jpg,2
1835.jpg,1.166666667
1836.jpg,3.666666667
1837.jpg,1.166666667
1838.jpg,2.833333333
1839.jpg,3.166666667
1840.jpg,4.25
1841.jpg,3.916666667
1842.jpg,4.583333333
1843.jpg,1.666666667
1844.jpg,2.25
1845.jpg,2.25
1846.jpg,3.666666667
1847.jpg,2.25
1848.jpg,2.833333333
1849.jpg,1.5
1850.jpg,2.166666667
1851.jpg,2.083333333
1852.jpg,1.5
1853.jpg,3.083333333
1854.jpg,1.083333333
1855.jpg,1.083333333
1856.jpg,2.75
1857.jpg,2.666666667
1858.jpg,3.166666667
1859.jpg,1.916666667
1860.jpg,1.25
1861.jpg,2.5
1862.jpg,2.333333333
1863.jpg,1.083333333
1864.jpg,2.416666667
1865.jpg,1.666666667
1866.jpg,2.333333333
1867.jpg,1.833333333
1868.jpg,4.416666667
1869.jpg,3.916666667
1870.jpg,1.916666667
1871.jpg,2.916666667
1872.jpg,2.083333333
1873.jpg,2.166666667
1874.jpg,1.083333333
1875.jpg,2.25
1876.jpg,3.333333333
1877.jpg,3.333333333
1878.jpg,3.916666667
1879.jpg,2.083333333
1880.jpg,2.166666667
1881.jpg,2.166666667
1882.jpg,1.416666667
1883.jpg,3.25
1884.jpg,1.833333333
1885.jpg,4.5
1886.jpg,2.333333333
1887.jpg,1.25
1888.jpg,1.833333333
1889.jpg,1
1890.jpg,2.666666667
1891.jpg,1.583333333
1892.jpg,2.166666667
1893.jpg,1.916666667
1894.jpg,1.333333333
1895.jpg,2.25
1896.jpg,4.583333333
1897.jpg,4.416666667
1898.jpg,4.25
1899.jpg,2.166666667
1900.jpg,2.416666667
1901.jpg,3.916666667
1902.jpg,4.083333333
1903.jpg,2.583333333
1904.jpg,3.583333333
1905.jpg,1.75
1906.jpg,4.666666667
1907.jpg,2.083333333
1908.jpg,1.916666667
1909.jpg,2.916666667
1910.jpg,1.583333333
1911.jpg,2.166666667
1912.jpg,4.666666667
1913.jpg,3.75
1914.jpg,2.416666667
1915.jpg,4.083333333
1916.jpg,2.416666667
1917.jpg,2
1918.jpg,2.333333333
1919.jpg,1.166666667
1920.jpg,1.583333333
1921.jpg,1.083333333
1922.jpg,3.333333333
1923.jpg,2.25
1924.jpg,1.583333333
1925.jpg,4.666666667
1926.jpg,1.833333333
1927.jpg,1.583333333
1928.jpg,1.333333333
1929.jpg,1.666666667
1930.jpg,2.583333333
1931.jpg,3.5
1932.jpg,4.333333333
1933.jpg,1.916666667
1934.jpg,1.5
1935.jpg,2.166666667
1936.jpg,4
1937.jpg,2.833333333
1938.jpg,1.166666667
1939.jpg,2.25
1940.jpg,2.916666667
1941.jpg,1.416666667
1942.jpg,2
1943.jpg,2
1944.jpg,3.5
1945.jpg,3.666666667
1946.jpg,1.083333333
1947.jpg,1.75
1948.jpg,1.833333333
1949.jpg,2.666666667
1950.jpg,3.583333333
1951.jpg,1.666666667
1952.jpg,2.416666667
1953.jpg,3.166666667
1954.jpg,3.583333333
1955.jpg,1.416666667
1956.jpg,1.5
1957.jpg,3.75
1958.jpg,3.166666667
1959.jpg,2.333333333
1960.jpg,4.083333333
1961.jpg,2.75
1962.jpg,1.333333333
1963.jpg,2.916666667
1964.jpg,1.75
1965.jpg,1.333333333
1966.jpg,2.5
1967.jpg,2.083333333
1968.jpg,2.166666667
1969.jpg,3.333333333
1970.jpg,1.083333333
1971.jpg,2.333333333
1972.jpg,1.916666667
1973.jpg,4.5
1974.jpg,1.666666667
1975.jpg,2.083333333
1976.jpg,3.916666667
1977.jpg,3.916666667
1978.jpg,1.916666667
1979.jpg,2.583333333
1980.jpg,2.333333333
1981.jpg,2.25
1982.jpg,2.083333333
1983.jpg,2.333333333
1984.jpg,3.333333333
1985.jpg,2.666666667
1986.jpg,1.666666667
1987.jpg,2.5
1988.jpg,3.916666667
1989.jpg,1.25
1990.jpg,1.75
1991.jpg,4.083333333
1992.jpg,4.083333333
1993.jpg,1.5
1994.jpg,3.833333333
1995.jpg,1.833333333
1996.jpg,3.75
1997.jpg,4.75
1998.jpg,1.583333333
1999.jpg,1.833333333
2000.jpg,1.75
2001.jpg,1.75
2002.jpg,1.333333333
2003.jpg,1.5
2004.jpg,3
2005.jpg,1.25
2006.jpg,1.25
2007.jpg,2.083333333
2008.jpg,2.333333333
2009.jpg,1.75
2010.jpg,3.166666667
2011.jpg,3
2012.jpg,2.583333333
2013.jpg,2.75
2014.jpg,1.75
2015.jpg,2.166666667
2016.jpg,3.75
2017.jpg,2.333333333
2018.jpg,3.083333333
2019.jpg,3.333333333
2020.jpg,4.25
2021.jpg,1.75
2022.jpg,3.083333333
2023.jpg,2.083333333
2024.jpg,1.833333333
2025.jpg,4
2026.jpg,2.5
2027.jpg,4.166666667
2028.jpg,3.333333333
2029.jpg,1.25
2030.jpg,1.75
2031.jpg,2.916666667
2032.jpg,1.25
2033.jpg,4.416666667
2034.jpg,1.583333333
2035.jpg,1.666666667
2036.jpg,1.583333333
2037.jpg,3.833333333
2038.jpg,2.083333333
2039.jpg,3.166666667
2040.jpg,4.25
2041.jpg,2.333333333
2042.jpg,3.75
2043.jpg,4.333333333
2044.jpg,3.083333333
2045.jpg,1.416666667
2046.jpg,1.583333333
2047.jpg,1.5
2048.jpg,1
2049.jpg,4.166666667
2050.jpg,1.75
2051.jpg,1.333333333
2052.jpg,2.083333333
2053.jpg,1.333333333
2054.jpg,3
2055.jpg,1.666666667
2056.jpg,2.166666667
2057.jpg,1.916666667
2058.jpg,1.833333333
2059.jpg,2.25
2060.jpg,1.5
2061.jpg,3.25
2062.jpg,1.75
2063.jpg,3
2064.jpg,2.083333333
2065.jpg,3.666666667
2066.jpg,2.5
2067.jpg,3.583333333
2068.jpg,2.166666667
2069.jpg,1.833333333
2070.jpg,1.583333333
2071.jpg,1.416666667
2072.jpg,2
2073.jpg,1.333333333
2074.jpg,3.583333333
2075.jpg,3
2076.jpg,2.416666667
2077.jpg,1.666666667
2078.jpg,3.333333333
2079.jpg,2.5
2080.jpg,3.416666667
2081.jpg,2.333333333
2082.jpg,3.583333333
2083.jpg,1.833333333
2084.jpg,1.5
2085.jpg,3.416666667
2086.jpg,2.5
2087.jpg,2.25
2088.jpg,4.416666667
2089.jpg,1.583333333
2090.jpg,1.25
2091.jpg,1.166666667
2092.jpg,3.75
2093.jpg,1.75
2094.jpg,2.5
2095.jpg,1.833333333
2096.jpg,3.083333333
2097.jpg,1.416666667
2098.jpg,1.916666667
2099.jpg,2.083333333
2100.jpg,3.583333333
2101.jpg,1.25
2102.jpg,3.333333333
2103.jpg,2.083333333
2104.jpg,1.75
2105.jpg,3.416666667
2106.jpg,3.416666667
2107.jpg,1.333333333
2108.jpg,1.416666667
2109.jpg,4.333333333
2110.jpg,1.5
2111.jpg,1.25
2112.jpg,4.25
2113.jpg,2
2114.jpg,1.916666667
2115.jpg,1.333333333
2116.jpg,1.416666667
2117.jpg,3.083333333
2118.jpg,1.583333333
2119.jpg,2.166666667
2120.jpg,2.416666667
2121.jpg,1.5
2122.jpg,1.75
2123.jpg,3.333333333
2124.jpg,4.083333333
2125.jpg,2
2126.jpg,4.166666667
2127.jpg,4
2128.jpg,3.5
2129.jpg,3.416666667
2130.jpg,2.916666667
2131.jpg,4
2132.jpg,1.833333333
2133.jpg,2
2134.jpg,1.916666667
2135.jpg,1.833333333
2136.jpg,3.25
2137.jpg,3.666666667
2138.jpg,2.166666667
2139.jpg,2.333333333
2140.jpg,1.083333333
2141.jpg,4.416666667
2142.jpg,1.583333333
2143.jpg,3.166666667
2144.jpg,1.333333333
2145.jpg,1.333333333
2146.jpg,3.25
2147.jpg,3.5
2148.jpg,1.416666667
2149.jpg,2.583333333
2150.jpg,1.25
2151.jpg,3.833333333
2152.jpg,1.833333333
2153.jpg,1
2154.jpg,1.666666667
2155.jpg,1.5
2156.jpg,1
2157.jpg,3.416666667
2158.jpg,3.5
2159.jpg,2.166666667
2160.jpg,2.75
2161.jpg,1.833333333
2162.jpg,1.25
2163.jpg,1.583333333
2164.jpg,1.666666667
2165.jpg,4.5
2166.jpg,3.75
2167.jpg,3.666666667
2168.jpg,2
2169.jpg,1.5
2170.jpg,1.333333333
2171.jpg,2.25
2172.jpg,1.166666667
2173.jpg,1.583333333
2174.jpg,3.25
2175.jpg,2.666666667
2176.jpg,2.583333333
2177.jpg,1.833333333
2178.jpg,2.666666667
2179.jpg,2.333333333
2180.jpg,3.5
2181.jpg,3.916666667
2182.jpg,1.916666667
2183.jpg,3.333333333
2184.jpg,1.666666667
2185.jpg,1.5
2186.jpg,1.25
2187.jpg,1.666666667
2188.jpg,2.083333333
2189.jpg,1.083333333
2190.jpg,1.333333333
2191.jpg,1.166666667
2192.jpg,2
2193.jpg,3.833333333
2194.jpg,3.583333333
2195.jpg,3.25
2196.jpg,3.833333333
2197.jpg,1.083333333
2198.jpg,1.666666667
2199.jpg,1.916666667
2200.jpg,2
2201.jpg,3.333333333
2202.jpg,1.416666667
2203.jpg,4.583333333
2204.jpg,1.25
2205.jpg,1
2206.jpg,4.166666667
2207.jpg,1.833333333
2208.jpg,1.833333333
2209.jpg,2.75
2210.jpg,1.75
2211.jpg,3.416666667
2212.jpg,2.416666667
2213.jpg,2.083333333
2214.jpg,3.5
2215.jpg,1.666666667
2216.jpg,4.25
2217.jpg,4
2218.jpg,4.083333333
2219.jpg,1.25
2220.jpg,1.416666667
2221.jpg,2.666666667
2222.jpg,3.833333333
2223.jpg,2.416666667
2224.jpg,2.166666667
2225.jpg,3.5
2226.jpg,1.75
2227.jpg,1.333333333
2228.jpg,3.916666667
2229.jpg,1.25
2230.jpg,2.166666667
2231.jpg,2.416666667
2232.jpg,1.333333333
2233.jpg,1.25
2234.jpg,4.416666667
2235.jpg,2.083333333
2236.jpg,1.833333333
2237.jpg,1.416666667
2238.jpg,4.833333333
2239.jpg,1.833333333
2240.jpg,4.5
2241.jpg,3.833333333
2242.jpg,2.833333333
2243.jpg,1.416666667
2244.jpg,1.916666667
2245.jpg,1.5
2246.jpg,2.833333333
2247.jpg,1.5
2248.jpg,1.5
2249.jpg,1.25
2250.jpg,4.75
2251.jpg,3.75
2252.jpg,4.25
2253.jpg,3.916666667
2254.jpg,2.666666667
2255.jpg,1.583333333
2256.jpg,3.75
2257.jpg,1.5
2258.jpg,1.666666667
2259.jpg,1.5
2260.jpg,1.333333333
2261.jpg,1.833333333
2262.jpg,1.583333333
2263.jpg,3.916666667
2264.jpg,1.666666667
2265.jpg,2.25
2266.jpg,1.333333333
2267.jpg,1.5
2268.jpg,2.333333333
2269.jpg,2.666666667
2270.jpg,1.666666667
2271.jpg,1.583333333
2272.jpg,2.916666667
2273.jpg,1.25
2274.jpg,2.333333333
2275.jpg,1.75
2276.jpg,4.083333333
2277.jpg,3.833333333
2278.jpg,3.5
2279.jpg,3.75
2280.jpg,1.333333333
2281.jpg,3.083333333
2282.jpg,1.75
2283.jpg,2.25
2284.jpg,3.916666667
2285.jpg,2.416666667
2286.jpg,2.5
2287.jpg,3.75
2288.jpg,3.833333333
2289.jpg,1.583333333
2290.jpg,2.25
2291.jpg,2.083333333
2292.jpg,2.666666667
2293.jpg,2.416666667
2294.jpg,2
2295.jpg,1.416666667
2296.jpg,2.083333333
2297.jpg,2.5
2298.jpg,2.583333333
2299.jpg,1.5
2300.jpg,1.75
2301.jpg,1.833333333
2302.jpg,3.583333333
2303.jpg,2.083333333
2304.jpg,2.083333333
2305.jpg,4
2306.jpg,2.5
2307.jpg,3.5
2308.jpg,1.5
2309.jpg,3.166666667
2310.jpg,1.416666667
2311.jpg,1.333333333
2312.jpg,3.666666667
2313.jpg,3.166666667
2314.jpg,2
2315.jpg,2.75
2316.jpg,3.75
2317.jpg,2.583333333
2318.jpg,2.5
2319.jpg,1.916666667
2320.jpg,1.666666667
2321.jpg,1.416666667
2322.jpg,3.333333333
2323.jpg,2.083333333
2324.jpg,1.833333333
2325.jpg,1.166666667
2326.jpg,1.5
2327.jpg,1.25
2328.jpg,1.916666667
2329.jpg,2.25
2330.jpg,3
2331.jpg,1.5
2332.jpg,1.416666667
2333.jpg,1.666666667
2334.jpg,1.583333333
2335.jpg,1.666666667
2336.jpg,1.833333333
2337.jpg,3.25
2338.jpg,3.583333333
2339.jpg,2.583333333
2340.jpg,1.666666667
2341.jpg,4.5
2342.jpg,1.833333333
2343.jpg,4.5
2344.jpg,3.833333333
2345.jpg,1.916666667
2346.jpg,1.666666667
2347.jpg,3.666666667
2348.jpg,1.5
2349.jpg,3.25
2350.jpg,2.083333333
2351.jpg,2.25
2352.jpg,3.583333333
2353.jpg,1.75
2354.jpg,2.166666667
2355.jpg,1.5
2356.jpg,2.583333333
2357.jpg,2
2358.jpg,1.833333333
2359.jpg,1.666666667
2360.jpg,2.666666667
2361.jpg,3.5
2362.jpg,2.5
2363.jpg,1.25
2364.jpg,3.666666667
2365.jpg,3.166666667
2366.jpg,2.166666667
2367.jpg,1.833333333
